Carrier Code,Date,Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),,,,,,,,,,,,,
WN,7/2/2015,2876,N633SW,STL,13:25,13:31,120,113,6,13:39,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,2950,N7750A,DAL,14:05,14:35,55,52,30,14:42,7,0,0,0,0,27,,,,,,,,,,,,,
WN,7/2/2015,3047,N8623F,LAS,20:20,20:18,165,160,-2,20:27,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,3054,N957WN,PDX,18:45,21:09,245,234,144,21:19,10,133,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,3304,N276WN,ATL,18:10,18:18,135,138,8,18:30,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,3307,N359SW,HRL,9:15,9:13,60,57,-2,9:23,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,3933,N243WN,ELP,10:40,10:44,90,83,4,10:56,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,3937,N566WN,DAL,8:10,8:05,60,53,-5,8:14,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,4195,N527SW,ELP,14:25,14:25,90,83,0,14:36,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,4551,N647SW,DEN,8:30,8:35,125,138,5,8:51,16,0,0,18,0,0,,,,,,,,,,,,,
WN,7/2/2015,4621,N631SW,SAN,11:35,11:32,175,157,-3,11:45,13,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,4630,N624SW,DEN,5:50,5:50,130,130,0,6:02,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,4819,N7813P,PHX,17:25,17:24,150,122,-1,17:35,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,4913,N625SW,TPA,11:35,11:55,140,135,20,12:03,8,4,0,0,0,11,,,,,,,,,,,,,
WN,7/2/2015,4924,N379SW,LAX,16:00,16:07,185,173,7,16:23,16,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,4927,N8633A,DCA,12:40,12:42,195,190,2,12:50,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,5888,N528SW,DAL,20:00,20:03,55,53,3,20:11,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,187,N515SW,DAL,19:40,19:41,55,46,1,19:48,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,211,N435WN,OAK,18:00,18:15,225,210,15,18:23,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,323,N394SW,FLL,11:10,11:06,165,162,-4,11:17,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,359,N250WN,EWR,6:45,7:13,225,218,28,7:23,10,21,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,413,N8633A,SAN,20:55,21:40,170,158,45,21:48,8,33,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,622,N728SW,MSY,7:20,7:18,85,73,-2,7:28,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,626,N275WN,HOU,5:35,5:42,45,46,7,5:51,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,657,N397SW,DAL,17:25,17:23,55,64,-2,17:37,14,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,687,N269WN,HOU,18:40,18:50,50,52,10,19:05,15,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,689,N378SW,DAL,15:00,14:59,60,50,-1,15:06,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,799,N781WN,ATL,5:45,5:54,135,142,9,6:10,16,0,0,7,9,0,,,,,,,,,,,,,
